,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
357,298,Azurill,Azurill,ルリリ (Ruriri),3,Normal,Polka Dot Pokémon,2,Normal,Fairy,0.2,2.0,3,Thick Fat,Huge Power,Sap Sipper,190,50,20,40,20,40,20,150,70,38,Fast,1,Undiscovered,,25.0,10,1,0.5,1,1,1,0.5,1,2,1,1,1,0.5,1,0,0,0.5,2,1
358,299,Nosepass,Nasgnet,ノズパス (Nosepass),3,Normal,Compass Pokémon,1,Rock,,1.0,97.0,3,Sturdy,Magnet Pull,Sand Force,375,30,45,135,45,90,30,255,70,75,Medium Fast,1,Mineral,,50.0,20,0.5,0.5,2,1,2,1,2,0.5,2,0.5,1,1,1,1,1,1,2,1
359,300,Skitty,Eneco,エネコ (Eneco),3,Normal,Kitten Pokémon,1,Normal,,0.6,11.0,3,Cute Charm,Normalize,Wonder Skin,260,50,45,45,35,35,50,255,70,52,Fast,2,Fairy,Field,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
360,301,Delcatty,Enekoro,エネコロロ (Enekororo),3,Normal,Prim Pokémon,1,Normal,,1.1,32.6,3,Cute Charm,Normalize,Wonder Skin,400,70,65,65,55,55,90,60,70,140,Fast,2,Fairy,Field,25.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
361,302,Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,11.0,3,Keen Eye,Stall,Prankster,380,50,75,75,65,65,50,45,35,133,Medium Slow,1,Human-Like,,50.0,25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
362,302,Mega Sableye,Zobiris,ヤミラミ (Yamirami),3,Normal,Darkness Pokémon,2,Dark,Ghost,0.5,161.0,1,Magic Bounce,,,480,50,85,125,85,115,20,45,35,168,Medium Slow,1,Human-Like,,50.0,25,0,1,1,1,1,1,0,0.5,1,1,0,1,1,1,1,1,1,2
363,303,Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,2,Steel,Fairy,0.6,11.5,3,Hyper Cutter,Intimidate,Sheer Force,380,50,85,85,55,55,50,45,70,133,Fast,2,Fairy,Field,50.0,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
364,303,Mega Mawile,Flunkifer,クチート (Kucheat),3,Normal,Deceiver Pokémon,2,Steel,Fairy,1.0,23.5,1,Huge Power,,,480,50,105,125,55,95,50,45,70,168,Fast,2,Fairy,Field,50.0,20,0.5,2,1,1,0.5,0.5,1,0,2,0.5,0.5,0.25,0.5,1,0,0.5,1,0.5
365,304,Aron,Stollunior,ココドラ (Cokodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.4,60.0,3,Sturdy,Rock Head,Heavy Metal,330,50,70,100,40,40,30,180,35,66,Slow,1,Monster,,50.0,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
366,305,Lairon,Stollrak,コドラ (Kodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,0.9,120.0,3,Sturdy,Rock Head,Heavy Metal,430,60,90,140,50,50,40,90,35,151,Slow,1,Monster,,50.0,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
367,306,Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,2,Steel,Rock,2.1,360.0,3,Sturdy,Rock Head,Heavy Metal,530,70,110,180,60,60,50,45,35,239,Slow,1,Monster,,50.0,35,0.25,1,2,1,1,0.5,4,0,4,0.25,0.5,0.5,0.5,1,0.5,1,1,0.5
368,306,Mega Aggron,Stolloss,ボスゴドラ (Bossgodora),3,Normal,Iron Armor Pokémon,1,Steel,,2.2,395.0,1,Filter,,,630,70,140,230,60,80,50,45,35,284,Slow,1,Monster,,50.0,35,0.5,1.5,1,1,0.5,0.5,1.5,0,1.5,0.5,0.5,0.5,0.5,1,0.5,1,0.5,0.5
369,307,Meditite,Meditie,アサナン (Asanan),3,Normal,Meditate Pokémon,2,Fighting,Psychic,0.6,11.2,2,Pure Power,,Telepathy,280,30,40,55,40,55,60,180,70,56,Medium Fast,1,Human-Like,,50.0,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
370,308,Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,2,Pure Power,,Telepathy,410,60,60,75,60,75,80,90,70,144,Medium Fast,1,Human-Like,,50.0,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
371,308,Mega Medicham,Meditalis,チャーレム (Charem),3,Normal,Meditate Pokémon,2,Fighting,Psychic,1.3,31.5,1,Pure Power,,,510,60,100,85,80,85,100,90,70,179,Medium Fast,1,Human-Like,,50.0,20,1,1,1,1,1,1,0.5,1,1,2,1,1,0.5,2,1,1,1,2
372,309,Electrike,Frizelbliz,ラクライ (Rakurai),3,Normal,Lightning Pokémon,1,Electric,,0.6,15.2,3,Static,Lightning Rod,Minus,295,40,45,40,65,40,65,120,70,59,Slow,1,Field,,50.0,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
373,310,Manectric,Voltenso,ライボルト (Livolt),3,Normal,Discharge Pokémon,1,Electric,,1.5,40.2,3,Static,Lightning Rod,Minus,475,70,75,60,105,60,105,45,70,166,Slow,1,Field,,50.0,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
374,310,Mega Manectric,Voltenso,ライボルト (Livolt),3,Normal,Discharge Pokémon,1,Electric,,1.8,44.0,1,Intimidate,,,575,70,75,80,135,80,135,45,70,201,Slow,1,Field,,50.0,20,1,1,1,0,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
375,311,Plusle,Plusle,プラスル (Prasle),3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Plus,,Lightning Rod,405,60,50,40,85,75,95,200,70,142,Medium Fast,1,Fairy,,50.0,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
376,312,Minun,Minun,マイナン (Minun),3,Normal,Cheering Pokémon,1,Electric,,0.4,4.2,2,Minus,,Volt Absorb,405,60,40,50,75,85,95,200,70,142,Medium Fast,1,Fairy,,50.0,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
377,313,Volbeat,Volbeat,バルビート (Barubeat),3,Normal,Firefly Pokémon,1,Bug,,0.7,17.7,3,Illuminate,Swarm,Prankster,430,65,73,75,47,85,85,150,70,151,Erratic,2,Bug,Human-Like,100.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
378,314,Illumise,Illumise,イルミーゼ (Illumise),3,Normal,Firefly Pokémon,1,Bug,,0.6,17.7,3,Oblivious,Tinted Lens,Prankster,430,65,47,75,73,85,85,150,70,151,Fluctuating,2,Bug,Human-Like,0.0,15,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
379,315,Roselia,Roselia,ロゼリア (Roselia),3,Normal,Thorn Pokémon,2,Grass,Poison,0.3,2.0,3,Natural Cure,Poison Point,Leaf Guard,400,50,60,45,100,80,65,150,70,140,Medium Slow,2,Fairy,Grass,50.0,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
380,316,Gulpin,Schluppuck,ゴクリン (Gokulin),3,Normal,Stomach Pokémon,1,Poison,,0.4,10.3,3,Liquid Ooze,Sticky Hold,Gluttony,302,70,43,53,43,53,40,225,70,60,Fluctuating,1,Amorphous,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
381,317,Swalot,Schlukwech,マルノーム (Marunoom),3,Normal,Poison Bag Pokémon,1,Poison,,1.7,80.0,3,Liquid Ooze,Sticky Hold,Gluttony,467,100,73,83,73,83,55,75,70,163,Fluctuating,1,Amorphous,,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
382,318,Carvanha,Kanivanha,キバニア (Kibanha),3,Normal,Savage Pokémon,2,Water,Dark,0.8,20.8,2,Rough Skin,,Speed Boost,305,45,90,20,65,20,65,225,35,61,Slow,1,Water 2,,50.0,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
383,319,Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Brutal Pokémon,2,Water,Dark,1.8,88.8,2,Rough Skin,,Speed Boost,460,70,120,40,95,40,95,60,35,161,Slow,1,Water 2,,50.0,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
384,319,Mega Sharpedo,Tohaido,サメハダー (Samehader),3,Normal,Brutal Pokémon,2,Water,Dark,2.5,130.3,1,Strong Jaw,,,560,70,140,70,110,65,105,60,35,196,Slow,1,Water 2,,50.0,20,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
385,320,Wailmer,Wailmer,ホエルコ (Hoeruko),3,Normal,Ball Whale Pokémon,1,Water,,2.0,130.0,3,Water Veil,Oblivious,Pressure,400,130,70,35,70,35,60,125,70,80,Fluctuating,2,Field,Water 2,50.0,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
386,321,Wailord,Wailord,ホエルオー (Whaloh),3,Normal,Float Whale Pokémon,1,Water,,14.5,398.0,3,Water Veil,Oblivious,Pressure,500,170,90,45,90,45,60,60,70,175,Fluctuating,2,Field,Water 2,50.0,40,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
387,322,Numel,Camaub,ドンメル (Donmel),3,Normal,Numb Pokémon,2,Fire,Ground,0.7,24.0,3,Oblivious,Simple,Own Tempo,305,60,60,40,65,45,35,255,70,61,Medium Fast,1,Field,,50.0,20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
388,323,Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Eruption Pokémon,2,Fire,Ground,1.9,220.0,3,Magma Armor,Solid Rock,Anger Point,460,70,100,70,105,75,40,150,70,161,Medium Fast,1,Field,,50.0,20,1,0.5,4,0,1,1,1,0.5,2,1,1,0.5,1,1,1,1,0.5,0.5
389,323,Mega Camerupt,Camerupt,バクーダ (Bakuuda),3,Normal,Eruption Pokémon,2,Fire,Ground,2.5,320.5,1,Sheer Force,,,560,70,120,100,145,105,20,150,70,196,Medium Fast,1,Field,,50.0,20,1,0.5,3,0,1,1,1,0.5,1.5,1,1,0.5,1,1,1,1,0.5,0.5
390,324,Torkoal,Qurtel,コータス (Cotoise),3,Normal,Coal Pokémon,1,Fire,,0.5,80.4,3,White Smoke,Drought,Shell Armor,470,70,85,140,85,70,20,90,70,165,Medium Fast,1,Field,,50.0,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
391,325,Spoink,Spoink,バネブー (Baneboo),3,Normal,Bounce Pokémon,1,Psychic,,0.7,30.6,3,Thick Fat,Own Tempo,Gluttony,330,60,25,35,70,80,60,255,70,66,Fast,1,Field,,50.0,20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
392,326,Grumpig,Groink,ブーピッグ (Boopig),3,Normal,Manipulate Pokémon,1,Psychic,,0.9,71.5,3,Thick Fat,Own Tempo,Gluttony,470,80,45,65,90,110,80,60,70,165,Fast,1,Field,,50.0,20,1,0.5,1,1,1,0.5,0.5,1,1,1,0.5,2,1,2,1,2,1,1
393,327,Spinda,Pandir,パッチール (Patcheel),3,Normal,Spot Panda Pokémon,1,Normal,,1.1,5.0,3,Own Tempo,Tangled Feet,Contrary,360,60,60,60,60,60,60,255,70,126,Fast,2,Field,Human-Like,50.0,15,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
394,328,Trapinch,Knacklion,ナックラー (Nuckrar),3,Normal,Ant Pit Pokémon,1,Ground,,0.7,15.0,3,Hyper Cutter,Arena Trap,Sheer Force,290,45,100,45,45,45,10,255,70,58,Medium Slow,2,Bug,Dragon,50.0,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
395,329,Vibrava,Vibrava,ビブラーバ (Vibrava),3,Normal,Vibration Pokémon,2,Ground,Dragon,1.1,15.3,1,Levitate,,,340,50,70,50,50,50,70,120,70,119,Medium Slow,2,Bug,Dragon,50.0,20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
396,330,Flygon,Libelldra,フライゴン (Flygon),3,Normal,Mystic Pokémon,2,Ground,Dragon,2.0,82.0,1,Levitate,,,520,80,100,80,80,80,100,45,70,234,Medium Slow,2,Bug,Dragon,50.0,20,1,0.5,1,0,1,4,1,0.5,0,1,1,1,0.5,1,2,1,1,2
397,331,Cacnea,Tuska,サボネア (Sabonea),3,Normal,Cactus Pokémon,1,Grass,,0.4,51.3,2,Sand Veil,,Water Absorb,335,50,85,40,85,40,35,190,35,67,Medium Slow,2,Grass,Human-Like,50.0,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
398,332,Cacturne,Noktuska,ノクタス (Noctus),3,Normal,Scarecrow Pokémon,2,Grass,Dark,1.3,77.4,2,Sand Veil,,Water Absorb,475,70,115,60,115,60,55,60,35,166,Medium Slow,2,Grass,Human-Like,50.0,20,1,2,0.5,0.5,0.5,2,2,2,0.5,2,0,4,1,0.5,1,0.5,1,2
399,333,Swablu,Wablu,チルット (Tyltto),3,Normal,Cotton Bird Pokémon,2,Normal,Flying,0.4,1.2,2,Natural Cure,,Cloud Nine,310,45,40,60,40,75,50,255,70,62,Erratic,2,Dragon,Flying,50.0,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
400,334,Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Humming Pokémon,2,Dragon,Flying,1.1,20.6,2,Natural Cure,,Cloud Nine,490,75,70,90,70,105,80,45,70,172,Erratic,2,Dragon,Flying,50.0,20,1,0.5,0.5,1,0.25,4,0.5,1,0,1,1,0.5,2,1,2,1,1,2
401,334,Mega Altaria,Altaria,チルタリス (Tyltalis),3,Normal,Humming Pokémon,2,Dragon,Fairy,1.5,20.6,1,Pixilate,,,590,75,110,110,110,105,80,45,70,207,Erratic,2,Dragon,Flying,50.0,20,1,0.5,0.5,0.5,0.5,2,0.5,2,1,1,1,0.5,1,1,0,0.5,2,2
402,335,Zangoose,Sengo,ザングース (Zangoose),3,Normal,Cat Ferret Pokémon,1,Normal,,1.3,40.3,2,Immunity,,Toxic Boost,458,73,115,60,60,60,90,90,70,160,Erratic,1,Field,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
403,336,Seviper,Vipitis,ハブネーク (Habunake),3,Normal,Fang Snake Pokémon,1,Poison,,2.7,52.5,2,Shed Skin,,Infiltrator,458,73,100,60,100,60,65,90,70,160,Fluctuating,2,Dragon,Field,50.0,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
404,337,Lunatone,Lunastein,ルナトーン (Lunatone),3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.0,168.0,1,Levitate,,,460,90,55,65,95,85,70,45,70,161,Fast,1,Mineral,,,25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
405,338,Solrock,Sonnfel,ソルロック (Solrock),3,Normal,Meteorite Pokémon,2,Rock,Psychic,1.2,154.0,1,Levitate,,,460,90,95,85,55,65,70,45,70,161,Fast,1,Mineral,,,25,0.5,0.5,2,1,2,1,1,0.5,0,0.5,0.5,2,1,2,1,2,2,1
406,339,Barboach,Schmerbe,ドジョッチ (Dojoach),3,Normal,Whiskers Pokémon,2,Water,Ground,0.4,1.9,3,Oblivious,Anticipation,Hydration,288,50,48,43,46,41,60,190,70,58,Medium Fast,1,Water 2,,50.0,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
407,340,Whiscash,Welsar,ナマズン (Namazun),3,Normal,Whiskers Pokémon,2,Water,Ground,0.9,23.6,3,Oblivious,Anticipation,Hydration,468,110,78,73,76,71,60,75,70,164,Medium Fast,1,Water 2,,50.0,20,1,0.5,1,0,4,1,1,0.5,1,1,1,1,0.5,1,1,1,0.5,1
408,341,Corphish,Krebscorps,ヘイガニ (Heigani),3,Normal,Ruffian Pokémon,1,Water,,0.6,11.5,3,Hyper Cutter,Shell Armor,Adaptability,308,43,80,65,50,35,35,205,70,62,Fluctuating,2,Water 1,Water 3,50.0,15,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
409,342,Crawdaunt,Krebutack,シザリガー (Shizariger),3,Normal,Rogue Pokémon,2,Water,Dark,1.1,32.8,3,Hyper Cutter,Shell Armor,Adaptability,468,63,120,85,90,55,55,155,70,164,Fluctuating,2,Water 1,Water 3,50.0,15,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
410,343,Baltoy,Puppance,ヤジロン (Yajilon),3,Normal,Clay Doll Pokémon,2,Ground,Psychic,0.5,21.5,1,Levitate,,,300,40,40,55,40,70,55,255,70,60,Medium Fast,1,Mineral,,,20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
411,344,Claydol,Lepumentas,ネンドール (Nendoll),3,Normal,Clay Doll Pokémon,2,Ground,Psychic,1.5,108.0,1,Levitate,,,500,60,70,105,70,120,75,90,70,175,Medium Fast,1,Mineral,,,20,1,1,2,0,2,2,0.5,0.5,0,1,0.5,2,0.5,2,1,2,1,1
412,345,Lileep,Liliep,リリーラ (Lilyla),3,Normal,Sea Lily Pokémon,2,Rock,Grass,1.0,23.8,2,Suction Cups,,Storm Drain,355,66,41,77,61,87,23,45,70,71,Erratic,1,Water 3,,87.5,30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
413,346,Cradily,Wielie,ユレイドル (Yuradle),3,Normal,Barnacle Pokémon,2,Rock,Grass,1.5,60.4,2,Suction Cups,,Storm Drain,495,86,81,97,81,107,43,45,70,173,Erratic,1,Water 3,,87.5,30,0.5,1,1,0.5,1,2,2,1,1,1,1,2,1,1,1,1,2,1
414,347,Anorith,Anorith,アノプス (Anopth),3,Normal,Old Shrimp Pokémon,2,Rock,Bug,0.7,12.5,2,Battle Armor,,Swift Swim,355,45,95,50,40,50,75,45,70,71,Erratic,1,Water 3,,87.5,30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
415,348,Armaldo,Armaldo,アーマルド (Armaldo),3,Normal,Plate Pokémon,2,Rock,Bug,1.5,68.2,2,Battle Armor,,Swift Swim,495,75,125,100,70,80,45,45,70,173,Erratic,1,Water 3,,87.5,30,0.5,1,2,1,1,1,1,0.5,1,1,1,1,2,1,1,1,2,1
416,349,Feebas,Barschwa,ヒンバス (Hinbass),3,Normal,Fish Pokémon,1,Water,,0.6,7.4,3,Swift Swim,Oblivious,Adaptability,200,20,15,20,10,55,80,255,70,40,Erratic,2,Dragon,Water 1,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
417,350,Milotic,Milotic,ミロカロス (Milokaross),3,Normal,Tender Pokémon,1,Water,,6.2,162.0,3,Marvel Scale,Competitive,Cute Charm,540,95,60,79,100,125,81,60,70,189,Erratic,2,Dragon,Water 1,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
418,351,Castform,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Normal,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50.0,25,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
419,351,Castform Sunny Form,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Fire,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50.0,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
420,351,Castform Rainy Form,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Water,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50.0,25,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
421,351,Castform Snowy Form,Formeo,ポワルン (Powalen),3,Normal,Weather Pokémon,1,Ice,,0.3,0.8,1,Forecast,,,420,70,70,70,70,70,70,45,70,147,Medium Fast,2,Amorphous,Fairy,50.0,25,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
422,352,Kecleon,Kecleon,カクレオン (Kakureon),3,Normal,Color Swap Pokémon,1,Normal,,1.0,22.0,2,Color Change,,Protean,440,60,90,70,60,120,40,200,70,154,Medium Slow,1,Field,,50.0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
423,353,Shuppet,Shuppet,カゲボウズ (Kagebouzu),3,Normal,Puppet Pokémon,1,Ghost,,0.6,2.3,3,Insomnia,Frisk,Cursed Body,295,44,75,35,63,33,45,225,35,59,Fast,1,Amorphous,,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
424,354,Banette,Banette,ジュペッタ (Juppeta),3,Normal,Marionette Pokémon,1,Ghost,,1.1,12.5,3,Insomnia,Frisk,Cursed Body,455,64,115,65,83,63,65,45,35,159,Fast,1,Amorphous,,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
425,354,Mega Banette,Banette,ジュペッタ (Juppeta),3,Normal,Marionette Pokémon,1,Ghost,,1.2,13.0,1,Prankster,,,555,64,165,75,93,83,75,45,35,194,Fast,1,Amorphous,,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
426,355,Duskull,Zwirrlicht,ヨマワル (Yomawaru),3,Normal,Requiem Pokémon,1,Ghost,,0.8,15.0,2,Levitate,,Frisk,295,20,40,90,30,90,25,190,35,59,Fast,1,Amorphous,,50.0,25,0,1,1,1,1,1,0,0.5,0,1,1,0.5,1,2,1,2,1,1
427,356,Dusclops,Zwirrklop,サマヨール (Samayouru),3,Normal,Beckon Pokémon,1,Ghost,,1.6,30.6,2,Pressure,,Frisk,455,40,70,130,60,130,25,90,35,159,Fast,1,Amorphous,,50.0,25,0,1,1,1,1,1,0,0.5,1,1,1,0.5,1,2,1,2,1,1
428,357,Tropius,Tropius,トロピウス (Tropius),3,Normal,Fruit Pokémon,2,Grass,Flying,2.0,100.0,3,Chlorophyll,Solar Power,Harvest,460,99,68,83,72,87,51,200,70,161,Slow,2,Grass,Monster,50.0,25,1,2,0.5,1,0.25,4,0.5,2,0,2,1,1,2,1,1,1,1,1
429,358,Chimecho,Palimpalim,チリーン (Chirean),3,Normal,Wind Chime Pokémon,1,Psychic,,0.6,1.0,1,Levitate,,,455,75,50,80,95,90,65,45,70,159,Fast,1,Amorphous,,50.0,25,1,1,1,1,1,1,0.5,1,0,1,0.5,2,1,2,1,2,1,1
430,359,Absol,Absol,アブソル (Absol),3,Normal,Disaster Pokémon,1,Dark,,1.2,47.0,3,Pressure,Super Luck,Justified,465,65,130,60,75,60,75,30,35,163,Medium Slow,1,Field,,50.0,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
431,359,Mega Absol,Absol,アブソル (Absol),3,Normal,Disaster Pokémon,1,Dark,,1.2,49.0,1,Magic Bounce,,,565,65,150,60,115,60,115,30,35,198,Medium Slow,1,Field,,50.0,25,1,1,1,1,1,1,2,1,1,1,0,2,1,0.5,1,0.5,1,2
432,360,Wynaut,Isso,ソーナノ (Sohnano),3,Normal,Bright Pokémon,1,Psychic,,0.6,14.0,2,Shadow Tag,,Telepathy,260,95,23,48,23,48,23,125,70,52,Medium Fast,1,Undiscovered,,50.0,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
433,361,Snorunt,Schneppke,ユキワラシ (Yukiwarashi),3,Normal,Snow Hat Pokémon,1,Ice,,0.7,16.8,3,Inner Focus,Ice Body,Moody,300,50,50,50,50,50,50,190,70,60,Medium Fast,2,Fairy,Mineral,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
434,362,Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Face Pokémon,1,Ice,,1.5,256.5,3,Inner Focus,Ice Body,Moody,480,80,80,80,80,80,80,75,70,168,Medium Fast,2,Fairy,Mineral,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
435,362,Mega Glalie,Firnontor,オニゴーリ (Onigohri),3,Normal,Face Pokémon,1,Ice,,2.1,350.2,1,Refrigerate,,,580,80,120,80,120,80,100,75,70,203,Medium Fast,2,Fairy,Mineral,50.0,20,1,2,1,1,1,0.5,2,1,1,1,1,1,2,1,1,1,2,1
436,363,Spheal,Seemops,タマザラシ (Tamazarashi),3,Normal,Clap Pokémon,2,Ice,Water,0.8,39.5,3,Thick Fat,Ice Body,Oblivious,290,70,40,50,55,50,25,255,70,58,Medium Slow,2,Field,Water 1,50.0,20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
437,364,Sealeo,Seejong,トドグラー (Todoggler),3,Normal,Ball Roll Pokémon,2,Ice,Water,1.1,87.6,3,Thick Fat,Ice Body,Oblivious,410,90,60,70,75,70,45,120,70,144,Medium Slow,2,Field,Water 1,50.0,20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
438,365,Walrein,Walraisa,トドゼルガ (Todoseruga),3,Normal,Ice Break Pokémon,2,Ice,Water,1.4,150.6,3,Thick Fat,Ice Body,Oblivious,530,110,80,90,95,90,65,45,70,239,Medium Slow,2,Field,Water 1,50.0,20,1,0.5,0.5,2,2,125,2,1,1,1,1,1,2,1,1,1,1,1
439,366,Clamperl,Perlu,パールル (Pearlulu),3,Normal,Bivalve Pokémon,1,Water,,0.4,52.5,2,Shell Armor,,Rattled,345,35,64,85,74,55,32,255,70,69,Erratic,1,Water 1,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
440,367,Huntail,Aalabyss,ハンテール (Huntail),3,Normal,Deep Sea Pokémon,1,Water,,1.7,27.0,2,Swift Swim,,Water Veil,485,55,104,105,94,75,52,60,70,170,Erratic,1,Water 1,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
441,368,Gorebyss,Saganabyss,サクラビス (Sakurabyss),3,Normal,South Sea Pokémon,1,Water,,1.8,22.6,2,Swift Swim,,Hydration,485,55,84,105,114,75,52,60,70,170,Erratic,1,Water 1,,50.0,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
